timestamp_utc,camera_id,camera_name,anomaly_type,missing_equipment,observed_equipment,confidence,screenshot_path
2026-05-10T10:15:37.261938+00:00,cam_1,Entrance Camera,anomaly_cleared,,compliance restored,0.0,
2026-05-10T10:15:37.324048+00:00,cam_1,Entrance Camera,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-30T14:34:37.739040+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-30T14:34:40.171748+00:00,cam_1,Camera 1,anomaly_cleared,,compliance restored,0.0,
2026-05-30T14:34:40.215348+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-30T14:34:40.298444+00:00,cam_1,Camera 1,anomaly_cleared,,compliance restored,0.0,
2026-05-30T14:34:40.418673+00:00,cam_1,Camera 1,anomaly_cleared,,compliance restored,0.0,
2026-05-30T14:34:46.092643+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-30T14:35:39.021241+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-30T14:35:40.300118+00:00,cam_1,Camera 1,anomaly_cleared,,compliance restored,0.0,
2026-05-30T14:35:44.275165+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-31T11:19:24.538228+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-31T11:19:27.062847+00:00,cam_1,Camera 1,anomaly_cleared,,compliance restored,0.0,
2026-05-31T11:19:28.577609+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-31T11:19:29.661595+00:00,cam_1,Camera 1,anomaly_cleared,,compliance restored,0.0,
2026-05-31T11:19:30.808874+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-31T11:23:24.098432+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-31T11:23:44.950537+00:00,cam_1,Camera 1,anomaly_cleared,,compliance restored,0.0,
2026-05-31T11:27:21.678258+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-31T11:40:41.590052+00:00,cam_1,Camera 1,missing_ppe,"helmet, vest, goggles, gloves",person,0.0,
2026-05-31T11:42:42.358093+00:00,cam_1,Camera 1,missing_ppe,vest,person,0.0,
2026-05-31T11:42:42.432712+00:00,cam_4,Camera 4,missing_ppe,vest,person,0.0,
2026-05-31T11:42:42.436737+00:00,cam_6,Camera 6,missing_ppe,vest,person,0.0,
2026-05-31T11:42:42.455273+00:00,cam_2,Camera 2,missing_ppe,vest,person,0.0,
2026-05-31T11:43:15.701229+00:00,cam_1,Camera 1,missing_ppe,vest,person,0.0,
2026-05-31T11:43:15.711747+00:00,cam_2,Camera 2,missing_ppe,vest,person,0.0,
2026-05-31T11:43:15.739301+00:00,cam_4,Camera 4,missing_ppe,vest,person,0.0,
2026-05-31T11:43:15.832498+00:00,cam_6,Camera 6,missing_ppe,vest,person,0.0,
2026-05-31T11:44:28.257079+00:00,cam_4,Camera 4,missing_ppe,vest,person,0.0,
2026-05-31T11:44:28.259084+00:00,cam_1,Camera 1,missing_ppe,vest,person,0.0,
2026-05-31T11:44:28.277121+00:00,cam_6,Camera 6,missing_ppe,vest,person,0.0,
2026-05-31T11:44:28.309691+00:00,cam_2,Camera 2,missing_ppe,vest,person,0.0,
2026-05-31T11:47:44.933323+00:00,cam_1,Camera 1,missing_ppe,vest,person,0.0,
2026-05-31T11:47:45.018990+00:00,cam_4,Camera 4,missing_ppe,vest,person,0.0,
2026-05-31T11:47:45.029538+00:00,cam_2,Camera 2,missing_ppe,vest,person,0.0,
2026-05-31T11:47:45.047097+00:00,cam_6,Camera 6,missing_ppe,vest,person,0.0,
